id,type,label,data
claim:0051,claim,,"{""deal"":""keystone"",""derivation"":""Mean of hire dates: (2022-08-01, 2023-09-01, 2024-10-01, 2025-11-01, 2015-12-01, 2016-01-01, 2017-02-01) = ~9.92 years as of 2025-11-15"",""direction"":""supports"",""epistemic"":""derived"",""id"":""claim:0051"",""locator"":""keystone_data_room_extract.md::section:w15000-15250:HRIS / KS-DL-1.2 | Data Room | Hire dates E0139–E0145"",""statement"":""Mean tenure across 7 active employees is approximately 9.92 years, with tenures ranging from 0.25 years (E0142, hired 2025-11-01) to 9.92 years (E0143, hired 2015-12-01)."",""type"":""claim"",""unit"":""years"",""value"":""9.92""}"
claim:0052,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0052"",""locator"":""keystone_data_room_extract.md::section:w16500-16750:HRIS / KS-DL-1.2 employee roster table; 7 rows with Active status"",""statement"":""HRIS record KS-DL-1.2 shows 7 active employees across Technical, Project Management, Corporate, and Sales functions as of the extract date, spanning Legacy Alderstone, Northstar, Delta, Meridian, and Summit entities."",""type"":""claim"",""unit"":""headcount"",""value"":""7.0""}"
entity:alderstone_consolidated,entity,Alderstone consolidated,"{""id"":""entity:alderstone_consolidated"",""label"":""Alderstone consolidated"",""type"":""entity""}"
perimeter:alderstone_consolidated,perimeter,Alderstone consolidated,"{""id"":""perimeter:alderstone_consolidated"",""label"":""Alderstone consolidated"",""type"":""perimeter""}"
claim:0053,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""observed"",""id"":""claim:0053"",""locator"":""keystone_data_room_extract.md::section:w16500-16750:HRIS / KS-DL-1.2 employee E0180 hire date column"",""statement"":""Earliest recorded employee hire date is 2019-01-01 (E0180, St. Louis, Legacy Alderstone), indicating core team tenure spans at least 6+ years."",""type"":""claim"",""unit"":null,""value"":""2019.0""}"
claim:0054,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0054"",""locator"":""keystone_data_room_extract.md::section:w16500-16750:HRIS / KS-DL-1.2 employee E0186 hire date column"",""statement"":""Most recent recorded employee hire date is 2025-07-01 (E0186, Nashville, Sales function), indicating recent recruitment activity."",""type"":""claim"",""unit"":null,""value"":""2025.0""}"
claim:0055,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0055"",""locator"":""keystone_data_room_extract.md::section:w23750-24000:keystone_data_room_extract.md::section:w23750-24000 — HRIS table rows E0378–E0384"",""statement"":""HRIS extract shows 8 active staff members across multiple locations (Indianapolis, Chicago, Detroit, Louisville, Nashville, Raleigh, Charlotte) as of the data room extract date."",""type"":""claim"",""unit"":""headcount"",""value"":""8.0""}"
claim:0056,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0056"",""locator"":""keystone_data_room_extract.md::section:w23750-24000:keystone_data_room_extract.md::section:w23750-24000 — HRIS table, hire date column"",""statement"":""Earliest hire date in the HRIS extract is 2019-07-01 (employee E0378), indicating tenure range spanning approximately 6 years."",""type"":""claim"",""unit"":null,""value"":""2019.0""}"
claim:0057,claim,,"{""deal"":""keystone"",""derivation"":""(0.0894168413267 × 21 + 0.20202857928 × 50) / 0.2914454206 = 35.5 days"",""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0057"",""locator"":""keystone_data_room_extract.md::section:w27000-27250:AR_WIP Detail - December 31, 2025; Accounts Receivable Detail table"",""statement"":""Weighted average days sales outstanding (DSO) across open accounts receivable as of December 31, 2025 is approximately 35.5 days."",""type"":""claim"",""unit"":""days"",""value"":""35.5""}"
metric:dso,metric,DSO,"{""id"":""metric:dso"",""label"":""DSO"",""type"":""metric""}"
claim:0058,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0058"",""locator"":""keystone_data_room_extract.md::section:w27250-27500:keystone_data_room_extract.md::section:w27250-27500 — INV-0011 row"",""statement"":""Pioneer Components (INV-0011, SM-010) represents a customer concentration factor of 0.2092 as of 2025-12-07."",""type"":""claim"",""unit"":"""",""value"":""0.209169816276""}"
author:keystone_data_room,author,Keystone data room,"{""id"":""author:keystone_data_room"",""label"":""Keystone data room"",""type"":""author""}"
claim:0059,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0059"",""locator"":""keystone_data_room_extract.md::section:w27250-27500:keystone_data_room_extract.md::section:w27250-27500 — INV-0006 row"",""statement"":""CityWorks Municipal Group (INV-0006, CTY-01) represents a customer concentration factor of 0.1628 as of 2025-08-04."",""type"":""claim"",""unit"":"""",""value"":""0.162769756002""}"
claim:0060,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0060"",""locator"":""keystone_data_room_extract.md::section:w27250-27500:keystone_data_room_extract.md::section:w27250-27500 — INV-0005 row"",""statement"":""Apex Manufacturing (INV-0005, APX-02) represents a customer concentration factor of 0.1617 as of 2025-12-13."",""type"":""claim"",""unit"":"""",""value"":""0.161709849486""}"
claim:0061,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0061"",""locator"":""keystone_data_room_extract.md::section:w27250-27500:keystone_data_room_extract.md::section:w27250-27500 — INV-0007 row"",""statement"":""Clinica Health (INV-0007, CLN-02) represents a customer concentration factor of 0.1594 as of 2025-10-11."",""type"":""claim"",""unit"":"""",""value"":""0.159424901705""}"
claim:0062,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0062"",""locator"":""keystone_data_room_extract.md::section:w29000-29250:Data room extract section w29000-29250, invoice INV-0064"",""statement"":""Apex Manufacturing represents a concentration metric of 0.260408511116, with invoice term spanning 2025-11-23 to 2025-12-23 and DSO of 38 days."",""type"":""claim"",""unit"":null,""value"":""0.260408511116""}"
claim:0063,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0063"",""locator"":""keystone_data_room_extract.md::section:w29000-29250:Data room extract section w29000-29250, invoice INV-0065"",""statement"":""CityWorks Municipal Group represents a concentration metric of 0.194607147019, with invoice term spanning 2025-11-20 to 2025-12-20 and DSO of 41 days."",""type"":""claim"",""unit"":null,""value"":""0.194607147019""}"
claim:0064,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0064"",""locator"":""keystone_data_room_extract.md::section:w29000-29250:Data room extract section w29000-29250, invoice INV-0066"",""statement"":""Clinica Health represents a concentration metric of 0.232689111986, with invoice term spanning 2025-11-29 to 2025-12-29 and DSO of 32 days."",""type"":""claim"",""unit"":null,""value"":""0.232689111986""}"
claim:0065,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0065"",""locator"":""keystone_data_room_extract.md::section:w29500-29750:WIP ledger table, rows WIP-0001 through WIP-0006"",""statement"":""Work-in-progress billings across six active projects total $0.673 million across Field Inspection, Industrial Hygiene, and Permitting & Advisory service lines."",""type"":""claim"",""unit"":""$m"",""value"":""0.6729282029""}"
author:data_room_/_wip_ledger,author,Data room / WIP ledger,"{""id"":""author:data_room_/_wip_ledger"",""label"":""Data room / WIP ledger"",""type"":""author""}"
claim:0066,claim,,"{""deal"":""keystone"",""derivation"":""Sum of Metro Utility Holdings WIP (0.1125735818 + 0.0913154839627) / Total WIP (0.6729282029)"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0066"",""locator"":""keystone_data_room_extract.md::section:w29500-29750:WIP ledger table, rows WIP-0001 and WIP-0004"",""statement"":""Metro Utility Holdings represents 20.39% of total WIP value ($0.1375 million of $0.673 million across MET-N and MET-S projects)."",""type"":""claim"",""unit"":""%"",""value"":""0.2039""}"
claim:0067,claim,,"{""deal"":""keystone"",""derivation"":""Sum of Riverton Industrial Group WIP (0.0761764400116 + 0.153603924604) / Total WIP (0.6729282029)"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0067"",""locator"":""keystone_data_room_extract.md::section:w29500-29750:WIP ledger table, rows WIP-0005 and WIP-0006"",""statement"":""Riverton Industrial Group represents 17.91% of total WIP value ($0.1205 million of $0.673 million across RIV-MIL and RIV-WST projects)."",""type"":""claim"",""unit"":""%"",""value"":""0.1791""}"
claim:0068,claim,,"{""deal"":""keystone"",""derivation"":""High collectibility WIP (0.1125735818 + 0.126407176396 + 0.0913154839627 + 0.0761764400116) / Total WIP"",""direction"":""supports"",""epistemic"":""derived"",""id"":""claim:0068"",""locator"":""keystone_data_room_extract.md::section:w29500-29750:WIP ledger table, Collectibility column"",""statement"":""66.7% of WIP amount ($0.449 million) is marked with High collectibility rating, while 33.3% ($0.224 million) is rated Review."",""type"":""claim"",""unit"":""%"",""value"":""67.0""}"
metric:revenue_quality,metric,Revenue Quality,"{""id"":""metric:revenue_quality"",""label"":""Revenue Quality"",""type"":""metric""}"
area:earnings,area,Earnings,"{""id"":""area:earnings"",""label"":""Earnings"",""type"":""area""}"
claim:0069,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0069"",""locator"":""keystone_firm_initial_assessment.md::## Recommendation:Recommendation section"",""statement"":""Firm recommends maintaining exclusivity at no more than $108.0m of enterprise value."",""type"":""claim"",""unit"":""$m"",""value"":""108.0""}"
metric:enterprise_value,metric,Enterprise Value,"{""id"":""metric:enterprise_value"",""label"":""Enterprise Value"",""type"":""metric""}"
source:src-ia,source,SRC-IA,"{""id"":""source:src-ia"",""label"":""SRC-IA"",""type"":""source""}"
author:firm,author,Firm,"{""id"":""author:firm"",""label"":""Firm"",""type"":""author""}"
area:returns,area,Returns,"{""id"":""area:returns"",""label"":""Returns"",""type"":""area""}"
claim:0070,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0070"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary investment snapshot:Preliminary investment snapshot, Reported EBITDA row"",""statement"":""Reported EBITDA is $10.2m."",""type"":""claim"",""unit"":""$m"",""value"":""10.2""}"
claim:0071,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0071"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary investment snapshot:Preliminary investment snapshot, Seller-adjusted EBITDA row"",""statement"":""Seller-adjusted EBITDA is $12.7m."",""type"":""claim"",""unit"":""$m"",""value"":""12.7""}"
claim:0072,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0072"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary merits:## Preliminary merits - scheduled/programmatic revenue"",""statement"":""Management reports 38% of Alderstone revenue is scheduled or programmatic in nature."",""type"":""claim"",""unit"":""%"",""value"":""38.0""}"
claim:0073,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0073"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary merits:## Preliminary merits - repeat-project revenue"",""statement"":""Management reports a further 34% of Alderstone revenue derives from repeat-project work."",""type"":""claim"",""unit"":""%"",""value"":""34.0""}"
claim:0074,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0074"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary merits:## Preliminary merits - Capex guidance"",""statement"":""Capex at Alderstone is low at approximately 1%-2% of revenue."",""type"":""claim"",""unit"":""%"",""value"":""1.5""}"
metric:capex,metric,Capex,"{""id"":""metric:capex"",""label"":""Capex"",""type"":""metric""}"
claim:0075,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0075"",""locator"":""keystone_firm_initial_assessment.md::## Preliminary merits:## Preliminary merits - Seller rollover"",""statement"":""Seller rollover is meaningful at $12.0m."",""type"":""claim"",""unit"":""$m"",""value"":""12.0""}"
metric:seller_rollover,metric,Seller Rollover,"{""id"":""metric:seller_rollover"",""label"":""Seller Rollover"",""type"":""metric""}"
claim:0076,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0076"",""locator"":""keystone_firm_initial_assessment.md::### Customer concentration:### Customer concentration"",""statement"":""The seller presents the largest billing account as 7.6% of revenue."",""type"":""claim"",""unit"":""%"",""value"":""7.6""}"
author:seller/management,author,seller/management,"{""id"":""author:seller/management"",""label"":""seller/management"",""type"":""author""}"
claim:0077,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0077"",""locator"":""keystone_firm_initial_assessment.md::### Working capital:keystone_firm_initial_assessment.md::### Working capital"",""statement"":""The Company is asset-light but not working-capital-light, with unbilled WIP, AR aging, and branch-level billing controls requiring detailed review."",""type"":""claim"",""unit"":null,""value"":null}"
metric:working_capital,metric,Working Capital,"{""id"":""metric:working_capital"",""label"":""Working Capital"",""type"":""metric""}"
author:firm_initial_assessment,author,Firm initial assessment,"{""id"":""author:firm_initial_assessment"",""label"":""Firm initial assessment"",""type"":""author""}"
claim:0078,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0078"",""locator"":""keystone_firm_initial_assessment.md::### Integration and execution:Integration and execution section"",""statement"":""The Company has completed four acquisitions since 2020."",""type"":""claim"",""unit"":"""",""value"":""4.0""}"
claim:0079,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0079"",""locator"":""keystone_firm_initial_assessment.md::### EBITDA quality:EBITDA quality section"",""statement"":""Seller-adjusted EBITDA includes run-rate pricing and utilization initiatives."",""type"":""claim"",""unit"":null,""value"":null}"
metric:ebitda_adjustment,metric,EBITDA Adjustment,"{""id"":""metric:ebitda_adjustment"",""label"":""EBITDA Adjustment"",""type"":""metric""}"
author:seller,author,seller,"{""id"":""author:seller"",""label"":""seller"",""type"":""author""}"
claim:0080,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0080"",""locator"":""keystone_firm_initial_assessment.md::### EBITDA quality:EBITDA quality section"",""statement"":""The Firm should underwrite only implemented or supportable adjustments to seller-adjusted EBITDA."",""type"":""claim"",""unit"":null,""value"":null}"
metric:adjustment_supportability,metric,Adjustment Supportability,"{""id"":""metric:adjustment_supportability"",""label"":""Adjustment Supportability"",""type"":""metric""}"
claim:0081,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0081"",""locator"":""keystone_firm_initial_assessment.md::## What must be true:What must be true — Point 2"",""statement"":""The Firm prices the transaction on $11.4m, not seller-defined EBITDA."",""type"":""claim"",""unit"":""$m"",""value"":""11.4""}"
claim:0082,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0082"",""locator"":""keystone_firm_initial_assessment.md::## What must be true:What must be true — Point 8"",""statement"":""The investment works at a 9.0x exit multiple."",""type"":""claim"",""unit"":""x"",""value"":""9.0""}"
metric:exit_multiple,metric,Exit Multiple,"{""id"":""metric:exit_multiple"",""label"":""Exit Multiple"",""type"":""metric""}"
claim:0083,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0083"",""locator"":""keystone_firm_initial_assessment.md::## What must be true:What must be true — Point 5"",""statement"":""The $2.0m integration program is funded and governed."",""type"":""claim"",""unit"":""$m"",""value"":""2.0""}"
claim:0084,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0084"",""locator"":""keystone_qoe_report.md::## Executive findings:Executive findings"",""statement"":""Alderstone reported FY2025 EBITDA of $10.2m."",""type"":""claim"",""unit"":""$m"",""value"":""10.2""}"
source:src-qoe,source,SRC-QOE,"{""id"":""source:src-qoe"",""label"":""SRC-QOE"",""type"":""source""}"
claim:0085,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0085"",""locator"":""keystone_qoe_report.md::## Executive findings:Executive findings"",""statement"":""Based on QoE procedures performed, normalized FY2025 EBITDA for Alderstone is $11.9m."",""type"":""claim"",""unit"":""$m"",""value"":""11.9""}"
entity:alderstone_qoe-normalized,entity,Alderstone QoE-normalized,"{""id"":""entity:alderstone_qoe-normalized"",""label"":""Alderstone QoE-normalized"",""type"":""entity""}"
perimeter:alderstone_qoe-normalized,perimeter,Alderstone QoE-normalized,"{""id"":""perimeter:alderstone_qoe-normalized"",""label"":""Alderstone QoE-normalized"",""type"":""perimeter""}"
claim:0086,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0086"",""locator"":""keystone_qoe_report.md::## Normalized EBITDA schedule:Normalized EBITDA schedule, Founder/executive compensation"",""statement"":""Founder/executive compensation adjustment of $0.35m accepted by QoE at market replacement cost."",""type"":""claim"",""unit"":""$m"",""value"":""0.35""}"
claim:0087,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0087"",""locator"":""keystone_qoe_report.md::## Normalized EBITDA schedule:Normalized EBITDA schedule, Transaction-readiness and professional fees"",""statement"":""Transaction-readiness and professional fees adjustment of $0.25m, with recurring audit/compliance costs of $0m retained per QoE treatment."",""type"":""claim"",""unit"":""$m"",""value"":""0.25""}"
claim:0088,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0088"",""locator"":""keystone_qoe_report.md::## Normalized EBITDA schedule:Normalized EBITDA schedule, Legal and settlement expense"",""statement"":""Legal and settlement expense adjustment of $0.2m supported as non-recurring per QoE review."",""type"":""claim"",""unit"":""$m"",""value"":""0.2""}"
claim:0089,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""contradicts"",""epistemic"":""attested"",""id"":""claim:0089"",""locator"":""keystone_qoe_report.md::## Adjustment conclusions:Adjustment conclusions - Revenue cut-off"",""statement"":""QoE adjustment: revenue cut-off reduced EBITDA by $0.1m."",""type"":""claim"",""unit"":""$m"",""value"":""-0.1""}"
claim:0090,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0090"",""locator"":""keystone_qoe_report.md::## Adjustment conclusions:Adjustment conclusions - Founder and executive compensation"",""statement"":""QoE concluded that founder and executive compensation adjustments were accepted at market replacement cost."",""type"":""claim"",""unit"":null,""value"":""Accepted""}"
claim:0091,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0091"",""locator"":""keystone_qoe_report.md::## Working-capital findings:Working-capital findings"",""statement"":""The seller proposed a net working capital target of $7.7m."",""type"":""claim"",""unit"":""$m"",""value"":""7.7""}"
metric:net_working_capital_target,metric,Net Working Capital Target,"{""id"":""metric:net_working_capital_target"",""label"":""Net Working Capital Target"",""type"":""metric""}"
claim:0092,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0092"",""locator"":""keystone_qoe_report.md::## Working-capital findings:Working-capital findings"",""statement"":""Normalized operating working capital is $8.4m according to the QoE analysis."",""type"":""claim"",""unit"":""$m"",""value"":""8.4""}"
metric:net_working_capital,metric,Net Working Capital,"{""id"":""metric:net_working_capital"",""label"":""Net Working Capital"",""type"":""metric""}"
claim:0093,claim,,"{""deal"":""keystone"",""derivation"":""Normalized NWC ($8.4m) minus seller target ($7.7m) = $0.7m; negative direction reflects seller target below normalized level"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0093"",""locator"":""keystone_qoe_report.md::## Working-capital findings:Working-capital findings"",""statement"":""The variance between normalized operating working capital and seller target is $0.7m (favorable to buyer at closing)."",""type"":""claim"",""unit"":""$m"",""value"":""-0.7""}"
metric:net_working_capital_adjustment,metric,Net Working Capital Adjustment,"{""id"":""metric:net_working_capital_adjustment"",""label"":""Net Working Capital Adjustment"",""type"":""metric""}"
claim:0094,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0094"",""locator"":""keystone_qoe_report.md::## Debt and debt-like items:Debt and debt-like items table, final row"",""statement"":""Gross debt and debt-like items total $14.40m, comprising $10.75m in funded debt and $3.65m in debt-like items."",""type"":""claim"",""unit"":""$m"",""value"":""14.4""}"
entity:keystone,entity,Keystone,"{""id"":""entity:keystone"",""label"":""Keystone"",""type"":""entity""}"
perimeter:keystone,perimeter,Keystone,"{""id"":""perimeter:keystone"",""label"":""Keystone"",""type"":""perimeter""}"
claim:0095,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0095"",""locator"":""keystone_qoe_report.md::## Debt and debt-like items:Debt and debt-like items table, bottom rows"",""statement"":""Net debt and debt-like items equal $10.20m after deducting $4.20m in acquired unrestricted cash from $14.40m in gross debt and debt-like items."",""type"":""claim"",""unit"":""$m"",""value"":""10.2""}"
metric:net_debt,metric,Net Debt,"{""id"":""metric:net_debt"",""label"":""Net Debt"",""type"":""metric""}"
claim:0096,claim,,"{""deal"":""keystone"",""derivation"":""Sum of existing bank term loan $8.60m + existing revolver $1.50m + accrued interest $0.10m"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0096"",""locator"":""keystone_qoe_report.md::## Debt and debt-like items:Debt and debt-like items table, funded debt line items"",""statement"":""First-lien funded debt is $10.10m, derived by summing existing bank term loan ($8.60m), existing revolver ($1.50m), and accrued interest ($0.10m)."",""type"":""claim"",""unit"":""$m"",""value"":""10.1""}"
metric:first-lien_debt,metric,First-Lien Debt,"{""id"":""metric:first-lien_debt"",""label"":""First-Lien Debt"",""type"":""metric""}"
claim:0097,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0097"",""locator"":""keystone_firm_model_summary.md::### Standalone base:Standalone base"",""statement"":""Standalone base case model assumes approximately 7% organic revenue growth."",""type"":""claim"",""unit"":""%"",""value"":""7.0""}"
metric:revenue_growth,metric,Revenue Growth,"{""id"":""metric:revenue_growth"",""label"":""Revenue Growth"",""type"":""metric""}"
source:src-model-sum,source,SRC-MODEL-SUM,"{""id"":""source:src-model-sum"",""label"":""SRC-MODEL-SUM"",""type"":""source""}"
claim:0098,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0098"",""locator"":""keystone_firm_model_summary.md::### Standalone base:Standalone base"",""statement"":""Entry firm EBITDA margin is 15.4%, with gradual margin expansion assumed thereafter."",""type"":""claim"",""unit"":""%"",""value"":""15.4""}"
metric:ebitda_margin,metric,EBITDA Margin,"{""id"":""metric:ebitda_margin"",""label"":""EBITDA Margin"",""type"":""metric""}"
claim:0099,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0099"",""locator"":""keystone_firm_model_summary.md::### Standalone base:Standalone base"",""statement"":""Standalone base case uses a 9.0x exit multiple applied to LTM March 31, 2031 EBITDA."",""type"":""claim"",""unit"":""x"",""value"":""9.0""}"
period:fy2031,period,FY2031,"{""id"":""period:fy2031"",""label"":""FY2031"",""type"":""period""}"
claim:0100,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0100"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Enterprise value row"",""statement"":""Firm model entry enterprise value is $108.0m at OPENING."",""type"":""claim"",""unit"":""$m"",""value"":""108.0""}"
claim:0101,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0101"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Firm-underwritten EBITDA row"",""statement"":""Firm-underwritten EBITDA at entry is $11.4m."",""type"":""claim"",""unit"":""$m"",""value"":""11.4""}"
claim:0102,claim,,"{""deal"":""keystone"",""derivation"":""108.0 / 11.4 = 9.47x, rounded to 9.5x"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0102"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Entry multiple row"",""statement"":""Entry multiple of 9.5x is derived from $108.0m EV divided by $11.4m firm EBITDA."",""type"":""claim"",""unit"":""x"",""value"":""9.5""}"
metric:entry_multiple,metric,Entry Multiple,"{""id"":""metric:entry_multiple"",""label"":""Entry Multiple"",""type"":""metric""}"
claim:0103,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0103"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Sponsor initial cash equity row"",""statement"":""Sponsor initial cash equity contribution at entry is $62.0m."",""type"":""claim"",""unit"":""$m"",""value"":""62.0""}"
metric:sponsor_equity,metric,Sponsor Equity,"{""id"":""metric:sponsor_equity"",""label"":""Sponsor Equity"",""type"":""metric""}"
claim:0104,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0104"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Seller rollover row"",""statement"":""Seller rollover equity at entry is $12.0m."",""type"":""claim"",""unit"":""$m"",""value"":""12.0""}"
claim:0105,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0105"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, First-lien opening debt row"",""statement"":""First-lien opening debt at entry is $42.8m."",""type"":""claim"",""unit"":""$m"",""value"":""42.8""}"
claim:0106,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0106"",""locator"":""keystone_firm_model_summary.md::## Entry basis:Entry basis table, Opening net leverage on firm EBITDA row"",""statement"":""Opening net leverage on firm EBITDA is 3.49x at entry."",""type"":""claim"",""unit"":""x"",""value"":""3.49""}"
metric:leverage,metric,Leverage,"{""id"":""metric:leverage"",""label"":""Leverage"",""type"":""metric""}"
claim:0107,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0107"",""locator"":""keystone_firm_model_summary.md::## Firm-underwritten EBITDA adjustments:Firm-underwritten EBITDA adjustments table"",""statement"":""Reported EBITDA for Keystone is $10.20m."",""type"":""claim"",""unit"":""$m"",""value"":""10.2""}"
claim:0108,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0108"",""locator"":""keystone_firm_model_summary.md::## Firm-underwritten EBITDA adjustments:Firm-underwritten EBITDA adjustments table"",""statement"":""Firm accepted $1.70m of historical adjustments to reported EBITDA."",""type"":""claim"",""unit"":""$m"",""value"":""1.7""}"
claim:0109,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""contradicts"",""epistemic"":""asserted"",""id"":""claim:0109"",""locator"":""keystone_firm_model_summary.md::## Firm-underwritten EBITDA adjustments:Firm-underwritten EBITDA adjustments table"",""statement"":""Firm applied a $(0.20)m revenue and WIP quality reserve as an EBITDA adjustment."",""type"":""claim"",""unit"":""$m"",""value"":""-0.2""}"
