id,type,label,data
claim:0046,claim,,"{""type"": ""claim"", ""value"": ""2.73"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia reported FY25A overhead charged of \u20ac2.73m."", ""locator"": ""Financial Analysis table, FY25A overhead charged row"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0046""}"
claim:0047,claim,,"{""type"": ""claim"", ""value"": ""3.91"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia reported FY24A overhead not charged of \u20ac3.91m."", ""locator"": ""Financial Analysis table, FY24A overhead not charged row"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0047""}"
metric:overhead_not_charged,metric,Overhead Not Charged,"{""type"": ""metric"", ""label"": ""Overhead Not Charged"", ""id"": ""metric:overhead_not_charged""}"
perimeter:astrelia_consolidated_overhead_not_charged,perimeter,Astrelia consolidated overhead not charged,"{""type"": ""perimeter"", ""label"": ""Astrelia consolidated overhead not charged"", ""id"": ""perimeter:astrelia_consolidated_overhead_not_charged""}"
claim:0048,claim,,"{""type"": ""claim"", ""value"": ""6.1"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia reported FY25A overhead not charged of \u20ac6.1m."", ""locator"": ""Financial Analysis table, FY25A overhead not charged row"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0048""}"
claim:0049,claim,,"{""type"": ""claim"", ""value"": ""1.45"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia reported FY24A depreciation and amortization of \u20ac1.45m."", ""locator"": ""Financial Analysis table, FY24A D&A row"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0049""}"
metric:depreciation_&_amortization,metric,Depreciation & Amortization,"{""type"": ""metric"", ""label"": ""Depreciation & Amortization"", ""id"": ""metric:depreciation_&_amortization""}"
perimeter:astrelia_consolidated_depreciation_and_amortization,perimeter,Astrelia consolidated depreciation and amortization,"{""type"": ""perimeter"", ""label"": ""Astrelia consolidated depreciation and amortization"", ""id"": ""perimeter:astrelia_consolidated_depreciation_and_amortization""}"
claim:0050,claim,,"{""type"": ""claim"", ""value"": ""3.85"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia reported FY25A depreciation and amortization of \u20ac3.85m."", ""locator"": ""Financial Analysis table, FY25A D&A row"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0050""}"
claim:0051,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY24A backlog revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY24A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0051""}"
metric:defense_segment_revenue,metric,Defense Segment Revenue,"{""type"": ""metric"", ""label"": ""Defense Segment Revenue"", ""id"": ""metric:defense_segment_revenue""}"
perimeter:astrelia_defense_segment_revenue,perimeter,Astrelia Defense segment revenue,"{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment revenue"", ""id"": ""perimeter:astrelia_defense_segment_revenue""}"
area:market,area,Market,"{""type"": ""area"", ""label"": ""Market"", ""id"": ""area:market""}"
claim:0052,claim,,"{""type"": ""claim"", ""value"": ""16.29"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY25A backlog revenue of \u20ac16.29m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY25A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0052""}"
metric:defense_segment_backlog_revenue,metric,Defense Segment Backlog Revenue,"{""type"": ""metric"", ""label"": ""Defense Segment Backlog Revenue"", ""id"": ""metric:defense_segment_backlog_revenue""}"
perimeter:astrelia_defense_segment_backlog_revenue,perimeter,Astrelia Defense segment backlog revenue,"{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment backlog revenue"", ""id"": ""perimeter:astrelia_defense_segment_backlog_revenue""}"
claim:0053,claim,,"{""type"": ""claim"", ""value"": ""23.38"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY26E backlog revenue of \u20ac23.38m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY26E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0053""}"
"perimeter:astrelia_defense_segment_backlog_revenue,_management_forecast",perimeter,"Astrelia Defense segment backlog revenue, management forecast","{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment backlog revenue, management forecast"", ""id"": ""perimeter:astrelia_defense_segment_backlog_revenue,_management_forecast""}"
claim:0054,claim,,"{""type"": ""claim"", ""value"": ""3.3"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY27E backlog revenue of \u20ac3.3m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY27E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0054""}"
claim:0055,claim,,"{""type"": ""claim"", ""value"": ""14.9"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY28E backlog revenue of \u20ac14.9m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY28E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0055""}"
claim:0056,claim,,"{""type"": ""claim"", ""value"": ""26"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY29E backlog revenue of \u20ac26m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY29E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0056""}"
claim:0057,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY30E backlog revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense backlog, FY30E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0057""}"
claim:0058,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY24A high-probability revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY24A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0058""}"
metric:defense_segment_high-probability_revenue,metric,Defense Segment High-Probability Revenue,"{""type"": ""metric"", ""label"": ""Defense Segment High-Probability Revenue"", ""id"": ""metric:defense_segment_high-probability_revenue""}"
perimeter:astrelia_defense_segment_high-probability_revenue,perimeter,Astrelia Defense segment high-probability revenue,"{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment high-probability revenue"", ""id"": ""perimeter:astrelia_defense_segment_high-probability_revenue""}"
claim:0059,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY25A high-probability revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY25A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0059""}"
claim:0060,claim,,"{""type"": ""claim"", ""value"": ""32.32"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY26E high-probability revenue of \u20ac32.32m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY26E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0060""}"
"perimeter:astrelia_defense_segment_high-probability_revenue,_management_forecast",perimeter,"Astrelia Defense segment high-probability revenue, management forecast","{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment high-probability revenue, management forecast"", ""id"": ""perimeter:astrelia_defense_segment_high-probability_revenue,_management_forecast""}"
claim:0061,claim,,"{""type"": ""claim"", ""value"": ""33.17"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY27E high-probability revenue of \u20ac33.17m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY27E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0061""}"
claim:0062,claim,,"{""type"": ""claim"", ""value"": ""52.99"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY28E high-probability revenue of \u20ac52.99m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY28E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0062""}"
claim:0063,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY29E high-probability revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY29E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0063""}"
claim:0064,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY30E high-probability revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense high-prob, FY30E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0064""}"
claim:0065,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY24A pipeline revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY24A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0065""}"
metric:defense_segment_pipeline_revenue,metric,Defense Segment Pipeline Revenue,"{""type"": ""metric"", ""label"": ""Defense Segment Pipeline Revenue"", ""id"": ""metric:defense_segment_pipeline_revenue""}"
perimeter:astrelia_defense_segment_pipeline_revenue,perimeter,Astrelia Defense segment pipeline revenue,"{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment pipeline revenue"", ""id"": ""perimeter:astrelia_defense_segment_pipeline_revenue""}"
claim:0066,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment reported FY25A pipeline revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY25A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0066""}"
claim:0067,claim,,"{""type"": ""claim"", ""value"": ""0"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY26E pipeline revenue of \u20ac0m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY26E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0067""}"
"perimeter:astrelia_defense_segment_pipeline_revenue,_management_forecast",perimeter,"Astrelia Defense segment pipeline revenue, management forecast","{""type"": ""perimeter"", ""label"": ""Astrelia Defense segment pipeline revenue, management forecast"", ""id"": ""perimeter:astrelia_defense_segment_pipeline_revenue,_management_forecast""}"
claim:0068,claim,,"{""type"": ""claim"", ""value"": ""32.49"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY27E pipeline revenue of \u20ac32.49m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY27E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0068""}"
claim:0069,claim,,"{""type"": ""claim"", ""value"": ""42"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY28E pipeline revenue of \u20ac42m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY28E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0069""}"
claim:0070,claim,,"{""type"": ""claim"", ""value"": ""147.56"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY29E pipeline revenue of \u20ac147.56m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY29E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0070""}"
claim:0071,claim,,"{""type"": ""claim"", ""value"": ""288.75"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Defense segment forecast FY30E pipeline revenue of \u20ac288.75m."", ""locator"": ""Segment revenue tranches, Defense pipeline, FY30E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0071""}"
claim:0072,claim,,"{""type"": ""claim"", ""value"": ""27.54"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Earth Observation segment reported FY24A backlog revenue of \u20ac27.54m."", ""locator"": ""Segment revenue tranches, Earth Observation backlog, FY24A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0072""}"
metric:earth_observation_segment_backlog_revenue,metric,Earth Observation Segment Backlog Revenue,"{""type"": ""metric"", ""label"": ""Earth Observation Segment Backlog Revenue"", ""id"": ""metric:earth_observation_segment_backlog_revenue""}"
perimeter:astrelia_earth_observation_segment_backlog_revenue,perimeter,Astrelia Earth Observation segment backlog revenue,"{""type"": ""perimeter"", ""label"": ""Astrelia Earth Observation segment backlog revenue"", ""id"": ""perimeter:astrelia_earth_observation_segment_backlog_revenue""}"
claim:0073,claim,,"{""type"": ""claim"", ""value"": ""29.46"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Earth Observation segment reported FY25A backlog revenue of \u20ac29.46m."", ""locator"": ""Segment revenue tranches, Earth Observation backlog, FY25A"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0073""}"
claim:0074,claim,,"{""type"": ""claim"", ""value"": ""16.26"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Earth Observation segment forecast FY26E backlog revenue of \u20ac16.26m."", ""locator"": ""Segment revenue tranches, Earth Observation backlog, FY26E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0074""}"
"perimeter:astrelia_earth_observation_segment_backlog_revenue,_management_forecast",perimeter,"Astrelia Earth Observation segment backlog revenue, management forecast","{""type"": ""perimeter"", ""label"": ""Astrelia Earth Observation segment backlog revenue, management forecast"", ""id"": ""perimeter:astrelia_earth_observation_segment_backlog_revenue,_management_forecast""}"
claim:0075,claim,,"{""type"": ""claim"", ""value"": ""0.47"", ""unit"": ""\u20acm"", ""epistemic"": ""asserted"", ""direction"": ""context"", ""statement"": ""Astrelia Earth Observation segment forecast FY27E backlog revenue of \u20ac0.47m."", ""locator"": ""Segment revenue tranches, Earth Observation backlog, FY27E"", ""derivation"": null, ""deal"": ""astrelia"", ""id"": ""claim:0075""}"
